LOCODE,Country,Code,Country Name,Rules
ESUTA,ES,UTA,#REF!,#REF!
ESUTS,ES,UTS,#REF!,#REF!
ESBA3,ES,BA3,#REF!,#REF!
ESVRI,ES,VRI,#REF!,#REF!
ESVD9,ES,VD9,#REF!,#REF!
ESVD6,ES,VD6,#REF!,#REF!
ESV8S,ES,V8S,#REF!,#REF!
ESDUB,ES,DUB,#REF!,#REF!
ESVDD,ES,VDD,#REF!,#REF!
ESVCL,ES,VCL,#REF!,#REF!
ESVAJ,ES,VAJ,#REF!,#REF!
ESVVG,ES,VVG,#REF!,#REF!
ESVRU,ES,VRU,#REF!,#REF!
ESVCB,ES,VCB,#REF!,#REF!
ESVLJ,ES,VLJ,#REF!,#REF!
ESVFO,ES,VFO,#REF!,#REF!
ESVAF,ES,VAF,#REF!,#REF!
ESVPO,ES,VPO,#REF!,#REF!
ESVD4,ES,VD4,#REF!,#REF!
ESVAH,ES,VAH,#REF!,#REF!
ESVZ8,ES,VZ8,#REF!,#REF!
ESVFU,ES,VFU,#REF!,#REF!
ESVN3,ES,VN3,#REF!,#REF!
ESV6M,ES,V6M,#REF!,#REF!
ESVMR,ES,VMR,#REF!,#REF!
ESVOI,ES,VOI,#REF!,#REF!
ESVAO,ES,VAO,#REF!,#REF!
ESVOS,ES,VOS,#REF!,#REF!
ESVAQ,ES,VAQ,#REF!,#REF!
ESVAP,ES,VAP,#REF!,#REF!
ESVLE,ES,VLE,#REF!,#REF!
ESDRR,ES,DRR,#REF!,#REF!
ESVXB,ES,VXB,#REF!,#REF!
ESVAR,ES,VAR,#REF!,#REF!
ESVDW,ES,VDW,#REF!,#REF!
ESVS8,ES,VS8,#REF!,#REF!
ESVTO,ES,VTO,#REF!,#REF!
ESDEJ,ES,DEJ,#REF!,#REF!
ESVJJ,ES,VJJ,#REF!,#REF!
ESVBE,ES,VBE,#REF!,#REF!
ESVL6,ES,VL6,#REF!,#REF!
ESVC9,ES,VC9,#REF!,#REF!
ESZOH,ES,ZOH,#REF!,#REF!
ESZKL,ES,ZKL,#REF!,#REF!
ESZNJ,ES,ZNJ,#REF!,#REF!
ESVLC,ES,VLC,#REF!,#REF!
ESVDA,ES,VDA,#REF!,#REF!
ESDWQ,ES,DWQ,#REF!,#REF!
ESVCP,ES,VCP,#REF!,#REF!
ESVDJ,ES,VDJ,#REF!,#REF!
ESVTR,ES,VTR,#REF!,#REF!
ESVDV,ES,VDV,#REF!,#REF!
ESZMX,ES,ZMX,#REF!,#REF!
ESVTN,ES,VTN,#REF!,#REF!
ESVJO,ES,VJO,#REF!,#REF!
ESVAL,ES,VAL,#REF!,#REF!
ESVAB,ES,VAB,#REF!,#REF!
ESXVA,ES,XVA,#REF!,#REF!
ESVDU,ES,VDU,#REF!,#REF!
ESVLA,ES,VLA,#REF!,#REF!
ESZEQ,ES,ZEQ,#REF!,#REF!
ESVLL,ES,VLL,#REF!,#REF!
ESVEO,ES,VEO,#REF!,#REF!
ESOIA,ES,OIA,#REF!,#REF!
ESVL7,ES,VL7,#REF!,#REF!
ESVBM,ES,VBM,#REF!,#REF!
ESVCC,ES,VCC,#REF!,#REF!
ESVCA,ES,VCA,#REF!,#REF!
ESY45,ES,Y45,#REF!,#REF!
ESVRX,ES,VRX,#REF!,#REF!
ESZMW,ES,ZMW,#REF!,#REF!
ESVAM,ES,VAM,#REF!,#REF!
ESVOB,ES,VOB,#REF!,#REF!
ESVST,ES,VST,#REF!,#REF!
ESVDT,ES,VDT,#REF!,#REF!
ESVQV,ES,VQV,#REF!,#REF!
ESVDZ,ES,VDZ,#REF!,#REF!
ESVGR,ES,VGR,#REF!,#REF!
ESC5V,ES,C5V,#REF!,#REF!
ESVLH,ES,VLH,#REF!,#REF!
ESVED,ES,VED,#REF!,#REF!
ESVAS,ES,VAS,#REF!,#REF!
ESVSK,ES,VSK,#REF!,#REF!
ESVBG,ES,VBG,#REF!,#REF!
EST9R,ES,T9R,#REF!,#REF!
ESVRR,ES,VRR,#REF!,#REF!
ESVTT,ES,VTT,#REF!,#REF!
ESVNZ,ES,VNZ,#REF!,#REF!
ESVEP,ES,VEP,#REF!,#REF!
ESVZD,ES,VZD,#REF!,#REF!
ESVOJ,ES,VOJ,#REF!,#REF!
ESVMU,ES,VMU,#REF!,#REF!
ESVB7,ES,VB7,#REF!,#REF!
ESDAX,ES,DAX,#REF!,#REF!
ESYYU,ES,YYU,#REF!,#REF!
ESDDD,ES,DDD,#REF!,#REF!
ESZNQ,ES,ZNQ,#REF!,#REF!
ESVAE,ES,VAE,#REF!,#REF!
ESVDH,ES,VDH,#REF!,#REF!
ESVJU,ES,VJU,#REF!,#REF!
ESVVL,ES,VVL,#REF!,#REF!
ESVVY,ES,VVY,#REF!,#REF!
ESVEC,ES,VEC,#REF!,#REF!
ESVDF,ES,VDF,#REF!,#REF!
ESVDM,ES,VDM,#REF!,#REF!
ESVDQ,ES,VDQ,#REF!,#REF!
ESVGS,ES,VGS,#REF!,#REF!
ESZNF,ES,ZNF,#REF!,#REF!
ESZAE,ES,ZAE,#REF!,#REF!
ESVGC,ES,VGC,#REF!,#REF!
ESPFF,ES,PFF,#REF!,#REF!
ESGCV,ES,GCV,#REF!,#REF!
ESVGV,ES,VGV,#REF!,#REF!
ESVPA,ES,VPA,#REF!,#REF!
ESVGD,ES,VGD,#REF!,#REF!
ESVGB,ES,VGB,#REF!,#REF!
ESVJF,ES,VJF,#REF!,#REF!
ESVEB,ES,VEB,#REF!,#REF!
ESVEL,ES,VEL,#REF!,#REF!
ESVMG,ES,VMG,#REF!,#REF!
ESVIW,ES,VIW,#REF!,#REF!
ESRTR,ES,RTR,#REF!,#REF!
ESVEE,ES,VEE,#REF!,#REF!
ESVB6,ES,VB6,#REF!,#REF!
ESVBA,ES,VBA,#REF!,#REF!
ESVD2,ES,VD2,#REF!,#REF!
ESPOP,ES,POP,#REF!,#REF!
ESVPG,ES,VPG,#REF!,#REF!
ESWQZ,ES,WQZ,#REF!,#REF!
ESZNB,ES,ZNB,#REF!,#REF!
ESVBD,ES,VBD,#REF!,#REF!
ESV5M,ES,V5M,#REF!,#REF!
ESVD8,ES,VD8,#REF!,#REF!
ESVGL,ES,VGL,#REF!,#REF!
ESVRG,ES,VRG,#REF!,#REF!
ESVER,ES,VER,#REF!,#REF!
ESV4N,ES,V4N,#REF!,#REF!
ESZNC,ES,ZNC,#REF!,#REF!
ESVAA,ES,VAA,#REF!,#REF!
ESVOO,ES,VOO,#REF!,#REF!
ESVIA,ES,VIA,#REF!,#REF!
ESVIC,ES,VIC,#REF!,#REF!
ESZKV,ES,ZKV,#REF!,#REF!
ESVIQ,ES,VIQ,#REF!,#REF!
ESVIE,ES,VIE,#REF!,#REF!
ESVZN,ES,VZN,#REF!,#REF!
ESCVJ,ES,CVJ,#REF!,#REF!
ESVDN,ES,VDN,#REF!,#REF!
ESV7N,ES,V7N,#REF!,#REF!
ESDRV,ES,DRV,#REF!,#REF!
ESVRE,ES,VRE,#REF!,#REF!
ESVEA,ES,VEA,#REF!,#REF!
ESVLS,ES,VLS,#REF!,#REF!
ESVGO,ES,VGO,#REF!,#REF!
ESVU8,ES,VU8,#REF!,#REF!
ESLHH,ES,LHH,#REF!,#REF!
ESVCS,ES,VCS,#REF!,#REF!
ESZOF,ES,ZOF,#REF!,#REF!
ESZNI,ES,ZNI,#REF!,#REF!
ESDJD,ES,DJD,#REF!,#REF!
ESVBX,ES,VBX,#REF!,#REF!
ESVBO,ES,VBO,#REF!,#REF!
ESVLD,ES,VLD,#REF!,#REF!
ESVCN,ES,VCN,#REF!,#REF!
ESVCD,ES,VCD,#REF!,#REF!
ESVL9,ES,VL9,#REF!,#REF!
ESZKW,ES,ZKW,#REF!,#REF!
ESVFR,ES,VFR,#REF!,#REF!
ESVI3,ES,VI3,#REF!,#REF!
ESVIY,ES,VIY,#REF!,#REF!
ESLLB,ES,LLB,#REF!,#REF!
ESDAR,ES,DAR,#REF!,#REF!
ESVSR,ES,VSR,#REF!,#REF!
ESONG,ES,ONG,#REF!,#REF!
ESVMA,ES,VMA,#REF!,#REF!
ESVRM,ES,VRM,#REF!,#REF!
ESVM3,ES,VM3,#REF!,#REF!
ESVXT,ES,VXT,#REF!,#REF!
ESITJ,ES,ITJ,#REF!,#REF!
ESVNT,ES,VNT,#REF!,#REF!
ESVVU,ES,VVU,#REF!,#REF!
ESZFW,ES,ZFW,#REF!,#REF!
ESRVW,ES,RVW,#REF!,#REF!
ESZNP,ES,ZNP,#REF!,#REF!
ESILA,ES,ILA,#REF!,#REF!
ESVEV,ES,VEV,#REF!,#REF!
ESVDC,ES,VDC,#REF!,#REF!
ESDJM,ES,DJM,#REF!,#REF!
ESVSA,ES,VSA,#REF!,#REF!
ESVSS,ES,VSS,#REF!,#REF!
ESVNR,ES,VNR,#REF!,#REF!
ESVSE,ES,VSE,#REF!,#REF!
ESVRD,ES,VRD,#REF!,#REF!
ESDMV,ES,DMV,#REF!,#REF!
ESVTM,ES,VTM,#REF!,#REF!
ESVLU,ES,VLU,#REF!,#REF!
ESVCH,ES,VCH,#REF!,#REF!
ESVUS,ES,VUS,#REF!,#REF!
ESFRQ,ES,FRQ,#REF!,#REF!
ESV3D,ES,V3D,#REF!,#REF!
ESVMS,ES,VMS,#REF!,#REF!
ESVL5,ES,VL5,#REF!,#REF!
ESVIO,ES,VIO,#REF!,#REF!
ESVPS,ES,VPS,#REF!,#REF!
ESQTR,ES,QTR,#REF!,#REF!
ESWES,ES,WES,#REF!,#REF!
ESVBZ,ES,VBZ,#REF!,#REF!
ESVYY,ES,VYY,#REF!,#REF!
ESVOA,ES,VOA,#REF!,#REF!
ESVBN,ES,VBN,#REF!,#REF!
ESVB3,ES,VB3,#REF!,#REF!
ESZZV,ES,ZZV,#REF!,#REF!
ESVBP,ES,VBP,#REF!,#REF!
ESVIS,ES,VIS,#REF!,#REF!
ESLCL,ES,LCL,#REF!,#REF!
ESVLK,ES,VLK,#REF!,#REF!
ESVCO,ES,VCO,#REF!,#REF!
ESZNE,ES,ZNE,#REF!,#REF!
ESVCJ,ES,VCJ,#REF!,#REF!
ESVCT,ES,VCT,#REF!,#REF!
ESVID,ES,VID,#REF!,#REF!
ESVPR,ES,VPR,#REF!,#REF!
ESVNE,ES,VNE,#REF!,#REF!
ESVRV,ES,VRV,#REF!,#REF!
ESVDI,ES,VDI,#REF!,#REF!
ESVUC,ES,VUC,#REF!,#REF!
ESVFI,ES,VFI,#REF!,#REF!
ES54Z,ES,54Z,#REF!,#REF!
ESZZ4,ES,ZZ4,#REF!,#REF!
ESVFA,ES,VFA,#REF!,#REF!
ESV5B,ES,V5B,#REF!,#REF!
ESVFC,ES,VFC,#REF!,#REF!
ESFDD,ES,FDD,#REF!,#REF!
ESVFB,ES,VFB,#REF!,#REF!
ESVLO,ES,VLO,#REF!,#REF!
ESVFZ,ES,VFZ,#REF!,#REF!
ESVGQ,ES,VGQ,#REF!,#REF!
ESVGU,ES,VGU,#REF!,#REF!
ESVIF,ES,VIF,#REF!,#REF!
ESVLT,ES,VLT,#REF!,#REF!
ESVIL,ES,VIL,#REF!,#REF!
ESDCS,ES,DCS,#REF!,#REF!
ESVL3,ES,VL3,#REF!,#REF!
ESVL2,ES,VL2,#REF!,#REF!
ESVGZ,ES,VGZ,#REF!,#REF!
ESVPE,ES,VPE,#REF!,#REF!
ESVIG,ES,VIG,#REF!,#REF!
ESVHL,ES,VHL,#REF!,#REF!
ESVJY,ES,VJY,#REF!,#REF!
ESVC3,ES,VC3,#REF!,#REF!
ESVBI,ES,VBI,#REF!,#REF!
ESVVD,ES,VVD,#REF!,#REF!
ESVB2,ES,VB2,#REF!,#REF!
ESWQX,ES,WQX,#REF!,#REF!
ESVA2,ES,VA2,#REF!,#REF!
ESV2S,ES,V2S,#REF!,#REF!
ESVBL,ES,VBL,#REF!,#REF!
ESVIB,ES,VIB,#REF!,#REF!
ESXVL,ES,XVL,#REF!,#REF!
ESVM7,ES,VM7,#REF!,#REF!
ESVMZ,ES,VMZ,#REF!,#REF!
ESVQZ,ES,VQZ,#REF!,#REF!
ESVCM,ES,VCM,#REF!,#REF!
ESVLN,ES,VLN,#REF!,#REF!
ESM2D,ES,M2D,#REF!,#REF!
ESVND,ES,VND,#REF!,#REF!
ESVNG,ES,VNG,#REF!,#REF!
ESVGA,ES,VGA,#REF!,#REF!
ESVIM,ES,VIM,#REF!,#REF!
ESVQE,ES,VQE,#REF!,#REF!
ESVMC,ES,VMC,#REF!,#REF!
ESVJT,ES,VJT,#REF!,#REF!
ESVMT,ES,VMT,#REF!,#REF!
ESVTE,ES,VTE,#REF!,#REF!
ESVMN,ES,VMN,#REF!,#REF!
ESVYR,ES,VYR,#REF!,#REF!
ESEDC,ES,EDC,#REF!,#REF!
ESVLM,ES,VLM,#REF!,#REF!
ESVD3,ES,VD3,#REF!,#REF!
ESVR9,ES,VR9,#REF!,#REF!
ESVQC,ES,VQC,#REF!,#REF!
ESOT7,ES,OT7,#REF!,#REF!
ESVMI,ES,VMI,#REF!,#REF!
ESVM2,ES,VM2,#REF!,#REF!
ESVC8,ES,VC8,#REF!,#REF!
ESVDO,ES,VDO,#REF!,#REF!
ESDGS,ES,DGS,#REF!,#REF!
ESVSC,ES,VSC,#REF!,#REF!
ESVCE,ES,VCE,#REF!,#REF!
ESVAC,ES,VAC,#REF!,#REF!
ESVAY,ES,VAY,#REF!,#REF!
ESVU9,ES,VU9,#REF!,#REF!
ESVVC,ES,VVC,#REF!,#REF!
ESVNC,ES,VNC,#REF!,#REF!
ESVDG,ES,VDG,#REF!,#REF!
ESVJL,ES,VJL,#REF!,#REF!
ESVAN,ES,VAN,#REF!,#REF!
ESVNK,ES,VNK,#REF!,#REF!
ESVLQ,ES,VLQ,#REF!,#REF!
ESVNV,ES,VNV,#REF!,#REF!
ESVRA,ES,VRA,#REF!,#REF!
ESVVS,ES,VVS,#REF!,#REF!
ES7RQ,ES,7RQ,#REF!,#REF!
ESVIN,ES,VIN,#REF!,#REF!
ESVCU,ES,VCU,#REF!,#REF!
ESVLI,ES,VLI,#REF!,#REF!
ESVVT,ES,VVT,#REF!,#REF!
ESVVA,ES,VVA,#REF!,#REF!
ESVAZ,ES,VAZ,#REF!,#REF!
ESVNO,ES,VNO,#REF!,#REF!
ESWQ4,ES,WQ4,#REF!,#REF!
ESZNR,ES,ZNR,#REF!,#REF!
ESVDR,ES,VDR,#REF!,#REF!
ESZNG,ES,ZNG,#REF!,#REF!
ESVTC,ES,VTC,#REF!,#REF!
ESVLG,ES,VLG,#REF!,#REF!
ESVQB,ES,VQB,#REF!,#REF!
ESVRC,ES,VRC,#REF!,#REF!
ESVC5,ES,VC5,#REF!,#REF!
ESVZS,ES,VZS,#REF!,#REF!
ESVMO,ES,VMO,#REF!,#REF!
ESODV,ES,ODV,#REF!,#REF!
ESVRN,ES,VRN,#REF!,#REF!
ESVLR,ES,VLR,#REF!,#REF!
ESVDY,ES,VDY,#REF!,#REF!
ESVLB,ES,VLB,#REF!,#REF!
ESVRT,ES,VRT,#REF!,#REF!
ESVYO,ES,VYO,#REF!,#REF!
ESVRL,ES,VRL,#REF!,#REF!
ESVDK,ES,VDK,#REF!,#REF!
ESVOG,ES,VOG,#REF!,#REF!
ESVDS,ES,VDS,#REF!,#REF!
ESVSV,ES,VSV,#REF!,#REF!
ESVDL,ES,VDL,#REF!,#REF!
ESVSZ,ES,VSZ,#REF!,#REF!
ESZVI,ES,ZVI,#REF!,#REF!
ESVCR,ES,VCR,#REF!,#REF!
ESVLZ,ES,VLZ,#REF!,#REF!
ESVII,ES,VII,#REF!,#REF!
ESRRM,ES,RRM,#REF!,#REF!
ESVRS,ES,VRS,#REF!,#REF!
ESALA,ES,ALA,#REF!,#REF!
ESVRF,ES,VRF,#REF!,#REF!
ESV6L,ES,V6L,#REF!,#REF!
ESVD7,ES,VD7,#REF!,#REF!
ESZNL,ES,ZNL,#REF!,#REF!
ESVS5,ES,VS5,#REF!,#REF!
ESVS9,ES,VS9,#REF!,#REF!
ESRRG,ES,RRG,#REF!,#REF!
ESVXV,ES,VXV,#REF!,#REF!
ESZNK,ES,ZNK,#REF!,#REF!
ESOJO,ES,OJO,#REF!,#REF!
ESV8M,ES,V8M,#REF!,#REF!
ESVSG,ES,VSG,#REF!,#REF!
ESVSQ,ES,VSQ,#REF!,#REF!
ESVTL,ES,VTL,#REF!,#REF!
ESVYI,ES,VYI,#REF!,#REF!
ESVT9,ES,VT9,#REF!,#REF!
ESVTU,ES,VTU,#REF!,#REF!
ESVAV,ES,VAV,#REF!,#REF!
ESVI5,ES,VI5,#REF!,#REF!
ESVVE,ES,VVE,#REF!,#REF!
ESAA8,ES,AA8,#REF!,#REF!
ESVMD,ES,VMD,#REF!,#REF!
ESVL4,ES,VL4,#REF!,#REF!
ESVIR,ES,VIR,#REF!,#REF!
ESVVX,ES,VVX,#REF!,#REF!
ESGCX,ES,GCX,#REF!,#REF!
ESVVO,ES,VVO,#REF!,#REF!
ESJYY,ES,JYY,#REF!,#REF!
ESVNA,ES,VNA,#REF!,#REF!
ES2VL,ES,2VL,#REF!,#REF!
ESVDP,ES,VDP,#REF!,#REF!
ESVON,ES,VON,#REF!,#REF!
ESVDE,ES,VDE,#REF!,#REF!
ESVVP,ES,VVP,#REF!,#REF!
ESODI,ES,ODI,#REF!,#REF!
ESVZO,ES,VZO,#REF!,#REF!
ESVNX,ES,VNX,#REF!,#REF!
ESVZR,ES,VZR,#REF!,#REF!
ESUKH,ES,UKH,#REF!,#REF!
ESVNS,ES,VNS,#REF!,#REF!
ESVSO,ES,VSO,#REF!,#REF!
ESVAK,ES,VAK,#REF!,#REF!
ESVTG,ES,VTG,#REF!,#REF!
ESVIT,ES,VIT,#REF!,#REF!
ESVVR,ES,VVR,#REF!,#REF!
ESVVQ,ES,VVQ,#REF!,#REF!
ESWQR,ES,WQR,#REF!,#REF!
ESVIV,ES,VIV,#REF!,#REF!
ESVRO,ES,VRO,#REF!,#REF!
ESVVZ,ES,VVZ,#REF!,#REF!
ESVZM,ES,VZM,#REF!,#REF!
ESVUL,ES,VUL,#REF!,#REF!
ESXFF,ES,XFF,#REF!,#REF!
ESXRO,ES,XRO,#REF!,#REF!
ESZNX,ES,ZNX,#REF!,#REF!
ESXLM,ES,XLM,#REF!,#REF!
ESXDL,ES,XDL,#REF!,#REF!
ESXIR,ES,XIR,#REF!,#REF!
ESXOV,ES,XOV,#REF!,#REF!
ESYZA,ES,YZA,#REF!,#REF!
ESYTV,ES,YTV,#REF!,#REF!
ESYBS,ES,YBS,#REF!,#REF!
ESYEC,ES,YEC,#REF!,#REF!
ESYLS,ES,YLS,#REF!,#REF!
ESYPS,ES,YPS,#REF!,#REF!
ESYST,ES,YST,#REF!,#REF!
ESYNL,ES,YNL,#REF!,#REF!
ESYUN,ES,YUN,#REF!,#REF!
ESZAX,ES,ZAX,#REF!,#REF!
ESYQE,ES,YQE,#REF!,#REF!
ESYUR,ES,YUR,#REF!,#REF!
ESZYY,ES,ZYY,#REF!,#REF!
ESZAF,ES,ZAF,#REF!,#REF!
ESZAH,ES,ZAH,#REF!,#REF!
ESZ8N,ES,Z8N,#REF!,#REF!
ESZSN,ES,ZSN,#REF!,#REF!
ESZDA,ES,ZDA,#REF!,#REF!
ESDBI,ES,DBI,#REF!,#REF!
ESZVK,ES,ZVK,#REF!,#REF!
ESZVC,ES,ZVC,#REF!,#REF!
ESRZZ,ES,RZZ,#REF!,#REF!
ESZMR,ES,ZMR,#REF!,#REF!
ESZOS,ES,ZOS,#REF!,#REF!
ESZAM,ES,ZAM,#REF!,#REF!
ESZAZ,ES,ZAZ,#REF!,#REF!
ESZRM,ES,ZRM,#REF!,#REF!
ESZAR,ES,ZAR,#REF!,#REF!
ESZRT,ES,ZRT,#REF!,#REF!
ESZAU,ES,ZAU,#REF!,#REF!
ESZDR,ES,ZDR,#REF!,#REF!
ESZZC,ES,ZZC,#REF!,#REF!
ESZDG,ES,ZDG,#REF!,#REF!
ESZZJ,ES,ZZJ,#REF!,#REF!
ESZZP,ES,ZZP,#REF!,#REF!
ESZZS,ES,ZZS,#REF!,#REF!
ESZOC,ES,ZOC,#REF!,#REF!
ESSGM,ES,SGM,#REF!,#REF!
ES2ZE,ES,2ZE,#REF!,#REF!
ESZBA,ES,ZBA,#REF!,#REF!
ESZZM,ES,ZZM,#REF!,#REF!
ESZZK,ES,ZZK,#REF!,#REF!
ESZIZ,ES,ZIZ,#REF!,#REF!
ESZFB,ES,ZFB,#REF!,#REF!
ESZFR,ES,ZFR,#REF!,#REF!
ESZOR,ES,ZOR,#REF!,#REF!
ESZRC,ES,ZRC,#REF!,#REF!
ESZVV,ES,ZVV,#REF!,#REF!
ESZLG,ES,ZLG,#REF!,#REF!
ESZUB,ES,ZUB,#REF!,#REF!
ESZUE,ES,ZUE,#REF!,#REF!
ESZRR,ES,ZRR,#REF!,#REF!
ESZMY,ES,ZMY,#REF!,#REF!
ESZJA,ES,ZJA,#REF!,#REF!
ESZRG,ES,ZRG,#REF!,#REF!
ET,ET,,#REF!,#REF!
ETADD,ET,ADD,#REF!,#REF!
ETAMH,ET,AMH,#REF!,#REF!
ETASO,ET,ASO,#REF!,#REF!
ETALK,ET,ALK,#REF!,#REF!
ETAWA,ET,AWA,#REF!,#REF!
ETAXU,ET,AXU,#REF!,#REF!
ETBJR,ET,BJR,#REF!,#REF!
ETBED,ET,BED,#REF!,#REF!
ETBEI,ET,BEI,#REF!,#REF!
ETBCY,ET,BCY,#REF!,#REF!
ETDBM,ET,DBM,#REF!,#REF!
ETDBT,ET,DBT,#REF!,#REF!
ETDEM,ET,DEM,#REF!,#REF!
ETDSE,ET,DSE,#REF!,#REF!
ETDIR,ET,DIR,#REF!,#REF!
ETDAD,ET,DAD,#REF!,#REF!
ETSEM,ET,SEM,#REF!,#REF!
ETDKM,ET,DKM,#REF!,#REF!
ETGMB,ET,GMB,#REF!,#REF!
ETETE,ET,ETE,#REF!,#REF!
ETGNN,ET,GNN,#REF!,#REF!
ETGIB,ET,GIB,#REF!,#REF!
ETGZA,ET,GZA,#REF!,#REF!
ETGOB,ET,GOB,#REF!,#REF!
ETGDE,ET,GDE,#REF!,#REF!
ETGDQ,ET,GDQ,#REF!,#REF!
ETGOR,ET,GOR,#REF!,#REF!
ETHAR,ET,HAR,#REF!,#REF!
ETHRT,ET,HRT,#REF!,#REF!
ETHOG,ET,HOG,#REF!,#REF!
ETHUE,ET,HUE,#REF!,#REF!
ETJIJ,ET,JIJ,#REF!,#REF!
ETJIM,ET,JIM,#REF!,#REF!
ETBCO,ET,BCO,#REF!,#REF!
ETABK,ET,ABK,#REF!,#REF!
ETLFO,ET,LFO,#REF!,#REF!
ETOKA,ET,OKA,#REF!,#REF!
ETKOA,ET,KOA,#REF!,#REF!
ETLLI,ET,LLI,#REF!,#REF!
ETMQX,ET,MQX,#REF!,#REF!
ETMKS,ET,MKS,#REF!,#REF!
ETMEK,ET,MEK,#REF!,#REF!
ETMZX,ET,MZX,#REF!,#REF!
ETMTF,ET,MTF,#REF!,#REF!
ETMOJ,ET,MOJ,#REF!,#REF!
ETMDP,ET,MDP,#REF!,#REF!
ETOTA,ET,OTA,#REF!,#REF!
ETMYS,ET,MYS,#REF!,#REF!
ETMUJ,ET,MUJ,#REF!,#REF!
ETNZR,ET,NZR,#REF!,#REF!
ETW8N,ET,W8N,#REF!,#REF!
ETEGL,ET,EGL,#REF!,#REF!
ETPGN,ET,PGN,#REF!,#REF!
ETSEB,ET,SEB,#REF!,#REF!
ETS3M,ET,S3M,#REF!,#REF!
ETS7O,ET,S7O,#REF!,#REF!
ETSRE,ET,SRE,#REF!,#REF!
ETSXU,ET,SXU,#REF!,#REF!
ETSOD,ET,SOD,#REF!,#REF!
ETTIE,ET,TIE,#REF!,#REF!
ETWAC,ET,WAC,#REF!,#REF!
FI,FI,,#REF!,#REF!
FIAAN,FI,AAN,#REF!,#REF!
FIAVS,FI,AVS,#REF!,#REF!
FITKU,FI,TKU,#REF!,#REF!
FIATS,FI,ATS,#REF!,#REF!
FIATI,FI,ATI,#REF!,#REF!
FIAJO,FI,AJO,#REF!,#REF!
FILSA,FI,LSA,#REF!,#REF!
FIAPK,FI,APK,#REF!,#REF!
FIAJI,FI,AJI,#REF!,#REF!
FIFAB,FI,FAB,#REF!,#REF!
FIALE,FI,ALE,#REF!,#REF!
FIALA,FI,ALA,#REF!,#REF!
FIALV,FI,ALV,#REF!,#REF!
FIAHL,FI,AHL,#REF!,#REF!
FIANK,FI,ANK,#REF!,#REF!
FIANJ,FI,ANJ,#REF!,#REF!
FIANT,FI,ANT,#REF!,#REF!
FIATL,FI,ATL,#REF!,#REF!
FIATT,FI,ATT,#REF!,#REF!
FIKRI,FI,KRI,#REF!,#REF!
FIAOK,FI,AOK,#REF!,#REF!
FIAKK,FI,AKK,#REF!,#REF!
FIASK,FI,ASK,#REF!,#REF!
FIAUR,FI,AUR,#REF!,#REF!
FIBAS,FI,BAS,#REF!,#REF!
FIBAR,FI,BAR,#REF!,#REF!
FIBEN,FI,BEN,#REF!,#REF!
FIPIR,FI,PIR,#REF!,#REF!
FIBJO,FI,BJO,#REF!,#REF!
FIPOR,FI,POR,#REF!,#REF!
FIPRV,FI,PRV,#REF!,#REF!
FIBOS,FI,BOS,#REF!,#REF!
FIRAA,FI,RAA,#REF!,#REF!
FIBRA,FI,BRA,#REF!,#REF!
FIBRO,FI,BRO,#REF!,#REF!
FIDAK,FI,DAK,#REF!,#REF!
FIDLS,FI,DLS,#REF!,#REF!
FIDEG,FI,DEG,#REF!,#REF!
FIDRA,FI,DRA,#REF!,#REF!
FIECK,FI,ECK,#REF!,#REF!
FIEER,FI,EER,#REF!,#REF!
FITAI,FI,TAI,#REF!,#REF!
FIEM2,FI,EM2,#REF!,#REF!
FIELK,FI,ELK,#REF!,#REF!
FIENO,FI,ENO,#REF!,#REF!
FIENK,FI,ENK,#REF!,#REF!
FIENF,FI,ENF,#REF!,#REF!
FIENF,FI,ENF,#REF!,#REF!
FIERV,FI,ERV,#REF!,#REF!
FIESP,FI,ESP,#REF!,#REF!
FIES2,FI,ES2,#REF!,#REF!
FIESP,FI,ESP,#REF!,#REF!
FI,FI,,#REF!,#REF!
FIEUA,FI,EUA,#REF!,#REF!
FIEJO,FI,EJO,#REF!,#REF!
FIEJO,FI,EJO,#REF!,#REF!
FIEVJ,FI,EVJ,#REF!,#REF!
FIFAR,FI,FAR,#REF!,#REF!
FISAR,FI,SAR,#REF!,#REF!
FIFSO,FI,FSO,#REF!,#REF!
FIFAD,FI,FAD,#REF!,#REF!
FIFOG,FI,FOG,#REF!,#REF!
FIFOR,FI,FOR,#REF!,#REF!
FIFSF,FI,FSF,#REF!,#REF!
FIHMN,FI,HMN,#REF!,#REF!
FIGAM,FI,GAM,#REF!,#REF!
FIGDB,FI,GDB,#REF!,#REF!
FIKIN,FI,KIN,#REF!,#REF!
FIGUL,FI,GUL,#REF!,#REF!
FIKUS,FI,KUS,#REF!,#REF!
FIHAA,FI,HAA,#REF!,#REF!
FIHAP,FI,HAP,#REF!,#REF!
FIHPS,FI,HPS,#REF!,#REF!
FIHAJ,FI,HAJ,#REF!,#REF!
FIKOL,FI,KOL,#REF!,#REF!
FIHAO,FI,HAO,#REF!,#REF!
FIHAK,FI,HAK,#REF!,#REF!
FIHLK,FI,HLK,#REF!,#REF!
FIHLI,FI,HLI,#REF!,#REF!
FIHLL,FI,HLL,#REF!,#REF!
FIHAL,FI,HAL,#REF!,#REF!
FILHO,FI,LHO,#REF!,#REF!
FIHLS,FI,HLS,#REF!,#REF!
FIHLA,FI,HLA,#REF!,#REF!
FIHKY,FI,HKY,#REF!,#REF!
