LOCODE,Country,Code,Country Name,Rules
ARINW,AR,INW,#REF!,#REF!
ARICA,AR,ICA,#REF!,#REF!
ARICV,AR,ICV,#REF!,#REF!
ARITZ,AR,ITZ,#REF!,#REF!
ARWNL,AR,WNL,#REF!,#REF!
ARAEP,AR,AEP,#REF!,#REF!
ARJPZ,AR,JPZ,#REF!,#REF!
ARJSM,AR,JSM,#REF!,#REF!
ARJLS,AR,JLS,#REF!,#REF!
ARJUA,AR,JUA,#REF!,#REF!
ARJUJ,AR,JUJ,#REF!,#REF!
ARNIN,AR,NIN,#REF!,#REF!
ARJNI,AR,JNI,#REF!,#REF!
ARJUN,AR,JUN,#REF!,#REF!
ARJPX,AR,JPX,#REF!,#REF!
ARLCR,AR,LCR,#REF!,#REF!
ARLCT,AR,LCT,#REF!,#REF!
ARLLM,AR,LLM,#REF!,#REF!
ARLCM,AR,LCM,#REF!,#REF!
ARLES,AR,LES,#REF!,#REF!
ARLFL,AR,LFL,#REF!,#REF!
ARLPA,AR,LPA,#REF!,#REF!
ARLPM,AR,LPM,#REF!,#REF!
ARLPG,AR,LPG,#REF!,#REF!
ARLQU,AR,LQU,#REF!,#REF!
ARLAR,AR,LAR,#REF!,#REF!
ARIRJ,AR,IRJ,#REF!,#REF!
ARLAT,AR,LAT,#REF!,#REF!
ARLTA,AR,LTA,#REF!,#REF!
ARLFR,AR,LFR,#REF!,#REF!
ARING,AR,ING,#REF!,#REF!
ARLNS,AR,LNS,#REF!,#REF!
ARVDY,AR,VDY,#REF!,#REF!
ARLCS,AR,LCS,#REF!,#REF!
ARCOM,AR,COM,#REF!,#REF!
ARLHE,AR,LHE,#REF!,#REF!
ARLHS,AR,LHS,#REF!,#REF!
ARLHG,AR,LHG,#REF!,#REF!
ARLLS,AR,LLS,#REF!,#REF!
ARLPS,AR,LPS,#REF!,#REF!
ARLPD,AR,LPD,#REF!,#REF!
ARLAP,AR,LAP,#REF!,#REF!
ARLVL,AR,LVL,#REF!,#REF!
ARLAV,AR,LAV,#REF!,#REF!
ARLNO,AR,LNO,#REF!,#REF!
ARXMX,AR,XMX,#REF!,#REF!
ARLRS,AR,LRS,#REF!,#REF!
ARLMC,AR,LMC,#REF!,#REF!
ARLIM,AR,LIM,#REF!,#REF!
ARLLO,AR,LLO,#REF!,#REF!
ARLBA,AR,LBA,#REF!,#REF!
ARLHR,AR,LHR,#REF!,#REF!
ARLMZ,AR,LMZ,#REF!,#REF!
ARLDM,AR,LDM,#REF!,#REF!
ARLCP,AR,LCP,#REF!,#REF!
ARLBL,AR,LBL,#REF!,#REF!
ARLCH,AR,LCH,#REF!,#REF!
ARLMD,AR,LMD,#REF!,#REF!
ARJLF,AR,JLF,#REF!,#REF!
ARLGN,AR,LGN,#REF!,#REF!
ARLUJ,AR,LUJ,#REF!,#REF!
ARLCU,AR,LCU,#REF!,#REF!
ARLUL,AR,LUL,#REF!,#REF!
ARVLU,AR,VLU,#REF!,#REF!
ARLZG,AR,LZG,#REF!,#REF!
ARMAC,AR,MAC,#REF!,#REF!
ARMGD,AR,MGD,#REF!,#REF!
ARMAQ,AR,MAQ,#REF!,#REF!
ARMPU,AR,MPU,#REF!,#REF!
ARLGS,AR,LGS,#REF!,#REF!
ARJMG,AR,JMG,#REF!,#REF!
ARMQD,AR,MQD,#REF!,#REF!
ARMDQ,AR,MDQ,#REF!,#REF!
ARJMJ,AR,JMJ,#REF!,#REF!
ARMGA,AR,MGA,#REF!,#REF!
ARMJH,AR,MJH,#REF!,#REF!
ARMRT,AR,MRT,#REF!,#REF!
ARMAR,AR,MAR,#REF!,#REF!
ARMDE,AR,MDE,#REF!,#REF!
ARMTH,AR,MTH,#REF!,#REF!
ARMYR,AR,MYR,#REF!,#REF!
ARMED,AR,MED,#REF!,#REF!
ARMRO,AR,MRO,#REF!,#REF!
ARMDZ,AR,MDZ,#REF!,#REF!
ARMDX,AR,MDX,#REF!,#REF!
ARRLO,AR,RLO,#REF!,#REF!
ARMIL,AR,MIL,#REF!,#REF!
AREZE,AR,EZE,#REF!,#REF!
ARMJR,AR,MJR,#REF!,#REF!
ARMOC,AR,MOC,#REF!,#REF!
ARNOS,AR,NOS,#REF!,#REF!
ARMCS,AR,MCS,#REF!,#REF!
ARMNT,AR,MNT,#REF!,#REF!
ARMCR,AR,MCR,#REF!,#REF!
ARAMG,AR,AMG,#REF!,#REF!
ARMML,AR,MML,#REF!,#REF!
ARMQO,AR,MQO,#REF!,#REF!
ARMTC,AR,MTC,#REF!,#REF!
ARMOQ,AR,MOQ,#REF!,#REF!
ARMOR,AR,MOR,#REF!,#REF!
ARMRN,AR,MRN,#REF!,#REF!
ARXOS,AR,XOS,#REF!,#REF!
ARMUN,AR,MUN,#REF!,#REF!
ARNCL,AR,NCL,#REF!,#REF!
ARJNR,AR,JNR,#REF!,#REF!
ARNEC,AR,NEC,#REF!,#REF!
ARNQN,AR,NQN,#REF!,#REF!
ARNOG,AR,NOG,#REF!,#REF!
ARNNA,AR,NNA,#REF!,#REF!
AREJO,AR,EJO,#REF!,#REF!
AROBA,AR,OBA,#REF!,#REF!
AROVI,AR,OVI,#REF!,#REF!
ARQLV,AR,QLV,#REF!,#REF!
AROCT,AR,OCT,#REF!,#REF!
ARODR,AR,ODR,#REF!,#REF!
ARORA,AR,ORA,#REF!,#REF!
ARPP9,AR,PP9,#REF!,#REF!
ARPMA,AR,PMA,#REF!,#REF!
ARPPL,AR,PPL,#REF!,#REF!
ARPDC,AR,PDC,#REF!,#REF!
ARPRA,AR,PRA,#REF!,#REF!
ARPAS,AR,PAS,#REF!,#REF!
ARAOL,AR,AOL,#REF!,#REF!
ARPLU,AR,PLU,#REF!,#REF!
ARPEH,AR,PEH,#REF!,#REF!
ARPED,AR,PED,#REF!,#REF!
ARPRZ,AR,PRZ,#REF!,#REF!
ARPML,AR,PML,#REF!,#REF!
ARPGO,AR,PGO,#REF!,#REF!
ARPMQ,AR,PMQ,#REF!,#REF!
ARXMV,AR,XMV,#REF!,#REF!
ARJPT,AR,JPT,#REF!,#REF!
ARPDT,AR,PDT,#REF!,#REF!
ARPGU,AR,PGU,#REF!,#REF!
ARPLR,AR,PLR,#REF!,#REF!
ARPCY,AR,PCY,#REF!,#REF!
ARQPQ,AR,QPQ,#REF!,#REF!
ARPTN,AR,PTN,#REF!,#REF!
ARPLT,AR,PLT,#REF!,#REF!
ARPOC,AR,POC,#REF!,#REF!
ARPOM,AR,POM,#REF!,#REF!
ARPSS,AR,PSS,#REF!,#REF!
ARPDM,AR,PDM,#REF!,#REF!
ARPRQ,AR,PRQ,#REF!,#REF!
ARPAL,AR,PAL,#REF!,#REF!
ARPBG,AR,PBG,#REF!,#REF!
ARPUB,AR,PUB,#REF!,#REF!
ARPUD,AR,PUD,#REF!,#REF!
ARPEL,AR,PEL,#REF!,#REF!
ARPGV,AR,PGV,#REF!,#REF!
ARROC,AR,ROC,#REF!,#REF!
ARPLA,AR,PLA,#REF!,#REF!
ARPMO,AR,PMO,#REF!,#REF!
ARPMY,AR,PMY,#REF!,#REF!
ARPMN,AR,PMN,#REF!,#REF!
ARPNL,AR,PNL,#REF!,#REF!
ARPUR,AR,PUR,#REF!,#REF!
ARPRS,AR,PRS,#REF!,#REF!
ARSJL,AR,SJL,#REF!,#REF!
ARPTC,AR,PTC,#REF!,#REF!
ARPWA,AR,PWA,#REF!,#REF!
ARPCO,AR,PCO,#REF!,#REF!
ARPVA,AR,PVA,#REF!,#REF!
ARPLO,AR,PLO,#REF!,#REF!
ARPME,AR,PME,#REF!,#REF!
ARPQU,AR,PQU,#REF!,#REF!
ARQBR,AR,QBR,#REF!,#REF!
ARQQN,AR,QQN,#REF!,#REF!
ARQUI,AR,QUI,#REF!,#REF!
ARRAF,AR,RAF,#REF!,#REF!
ARRAM,AR,RAM,#REF!,#REF!
ARRMJ,AR,RMJ,#REF!,#REF!
ARTPV,AR,TPV,#REF!,#REF!
ARRWO,AR,RWO,#REF!,#REF!
ARRLA,AR,RLA,#REF!,#REF!
ARRCQ,AR,RCQ,#REF!,#REF!
ARRDE,AR,RDE,#REF!,#REF!
ARRSF,AR,RSF,#REF!,#REF!
ARRES,AR,RES,#REF!,#REF!
ARRDS,AR,RDS,#REF!,#REF!
ARRNG,AR,RNG,#REF!,#REF!
ARJRC,AR,JRC,#REF!,#REF!
ARRCU,AR,RCU,#REF!,#REF!
ARRIC,AR,RIC,#REF!,#REF!
ARRGL,AR,RGL,#REF!,#REF!
ARRGA,AR,RGA,#REF!,#REF!
ARRHD,AR,RHD,#REF!,#REF!
ARROY,AR,ROY,#REF!,#REF!
ARRSG,AR,RSG,#REF!,#REF!
ARRTO,AR,RTO,#REF!,#REF!
ARRYO,AR,RYO,#REF!,#REF!
ARRIV,AR,RIV,#REF!,#REF!
ARRDC,AR,RDC,#REF!,#REF!
ARRDR,AR,RDR,#REF!,#REF!
ARROJ,AR,ROJ,#REF!,#REF!
ARROL,AR,ROL,#REF!,#REF!
ARROS,AR,ROS,#REF!,#REF!
ARRFO,AR,RFO,#REF!,#REF!
ARRDL,AR,RDL,#REF!,#REF!
ARRFN,AR,RFN,#REF!,#REF!
ARRDM,AR,RDM,#REF!,#REF!
ARSZQ,AR,SZQ,#REF!,#REF!
ARSLL,AR,SLL,#REF!,#REF!
ARSLA,AR,SLA,#REF!,#REF!
ARSAL,AR,SAL,#REF!,#REF!
ARSDR,AR,SDR,#REF!,#REF!
ARSNG,AR,SNG,#REF!,#REF!
ARSNN,AR,SNN,#REF!,#REF!
ARSAG,AR,SAG,#REF!,#REF!
ARSAO,AR,SAO,#REF!,#REF!
ARSAA,AR,SAA,#REF!,#REF!
ARSAP,AR,SAP,#REF!,#REF!
ARSAE,AR,SAE,#REF!,#REF!
AROES,AR,OES,#REF!,#REF!
ARSCA,AR,SCA,#REF!,#REF!
ARRXV,AR,RXV,#REF!,#REF!
ARBRC,AR,BRC,#REF!,#REF!
ARSFE,AR,SFE,#REF!,#REF!
ARSFV,AR,SFV,#REF!,#REF!
ARSFO,AR,SFO,#REF!,#REF!
ARSFS,AR,SFS,#REF!,#REF!
ARSIG,AR,SIG,#REF!,#REF!
ARSIS,AR,SIS,#REF!,#REF!
ARSJV,AR,SJV,#REF!,#REF!
ARSJR,AR,SJR,#REF!,#REF!
ARSJG,AR,SJG,#REF!,#REF!
ARSAJ,AR,SAJ,#REF!,#REF!
ARSJM,AR,SJM,#REF!,#REF!
ARUAQ,AR,UAQ,#REF!,#REF!
ARULA,AR,ULA,#REF!,#REF!
ARSJO,AR,SJO,#REF!,#REF!
ARSLO,AR,SLO,#REF!,#REF!
ARLUQ,AR,LUQ,#REF!,#REF!
ARSAT,AR,SAT,#REF!,#REF!
ARSMR,AR,SMR,#REF!,#REF!
ARSMA,AR,SMA,#REF!,#REF!
ARCPC,AR,CPC,#REF!,#REF!
ARSMT,AR,SMT,#REF!,#REF!
ARSMG,AR,SMG,#REF!,#REF!
ARSMC,AR,SMC,#REF!,#REF!
ARSMM,AR,SMM,#REF!,#REF!
ARSNS,AR,SNS,#REF!,#REF!
ARSNP,AR,SNP,#REF!,#REF!
ARSPD,AR,SPD,#REF!,#REF!
ARXPD,AR,XPD,#REF!,#REF!
ARAFA,AR,AFA,#REF!,#REF!
ARSSA,AR,SSA,#REF!,#REF!
ARSSJ,AR,SSJ,#REF!,#REF!
ARSSN,AR,SSN,#REF!,#REF!
ARSVE,AR,SVE,#REF!,#REF!
ARSAN,AR,SAN,#REF!,#REF!
ARRZA,AR,RZA,#REF!,#REF!
ARSFN,AR,SFN,#REF!,#REF!
ARSIA,AR,SIA,#REF!,#REF!
ARSTL,AR,STL,#REF!,#REF!
ARRSA,AR,RSA,#REF!,#REF!
ARSTA,AR,STA,#REF!,#REF!
ARSST,AR,SST,#REF!,#REF!
ARSDE,AR,SDE,#REF!,#REF!
ARSA2,AR,SA2,#REF!,#REF!
ARSAR,AR,SAR,#REF!,#REF!
ARRRS,AR,RRS,#REF!,#REF!
ARSGV,AR,SGV,#REF!,#REF!
ARODN,AR,ODN,#REF!,#REF!
ARSLU,AR,SLU,#REF!,#REF!
ARSUI,AR,SUI,#REF!,#REF!
ARSUS,AR,SUS,#REF!,#REF!
ARCTA,AR,CTA,#REF!,#REF!
ARTAB,AR,TAB,#REF!,#REF!
ARTVJ,AR,TVJ,#REF!,#REF!
ARTDL,AR,TDL,#REF!,#REF!
ARUKD,AR,UKD,#REF!,#REF!
ARTPL,AR,TPL,#REF!,#REF!
ARTTG,AR,TTG,#REF!,#REF!
ARTEM,AR,TEM,#REF!,#REF!
ARTEO,AR,TEO,#REF!,#REF!
ARTIC,AR,TIC,#REF!,#REF!
ARTGR,AR,TGR,#REF!,#REF!
ARTOR,AR,TOR,#REF!,#REF!
ARTOT,AR,TOT,#REF!,#REF!
ARTTD,AR,TTD,#REF!,#REF!
ARREL,AR,REL,#REF!,#REF!
AROYO,AR,OYO,#REF!,#REF!
ARTRS,AR,TRS,#REF!,#REF!
ARTUC,AR,TUC,#REF!,#REF!
ARTUN,AR,TUN,#REF!,#REF!
ARURH,AR,URH,#REF!,#REF!
ARURA,AR,URA,#REF!,#REF!
ARURD,AR,URD,#REF!,#REF!
ARULP,AR,ULP,#REF!,#REF!
ARUSH,AR,USH,#REF!,#REF!
ARUSA,AR,USA,#REF!,#REF!
ARVCF,AR,VCF,#REF!,#REF!
ARVAA,AR,VAA,#REF!,#REF!
ARVED,AR,VED,#REF!,#REF!
ARVNT,AR,VNT,#REF!,#REF!
ARVIL,AR,VIL,#REF!,#REF!
ARVLO,AR,VLO,#REF!,#REF!
ARVCH,AR,VCH,#REF!,#REF!
ARVIA,AR,VIA,#REF!,#REF!
ARVDM,AR,VDM,#REF!,#REF!
ARVAD,AR,VAD,#REF!,#REF!
ARVLL,AR,VLL,#REF!,#REF!
ARVBA,AR,VBA,#REF!,#REF!
ARVBS,AR,VBS,#REF!,#REF!
ARVCA,AR,VCA,#REF!,#REF!
ARVCP,AR,VCP,#REF!,#REF!
ARVCL,AR,VCL,#REF!,#REF!
ARVCN,AR,VCN,#REF!,#REF!
ARVRS,AR,VRS,#REF!,#REF!
ARVTT,AR,VTT,#REF!,#REF!
ARVDR,AR,VDR,#REF!,#REF!
ARVLD,AR,VLD,#REF!,#REF!
ARVEL,AR,VEL,#REF!,#REF!
ARVGB,AR,VGB,#REF!,#REF!
ARVLG,AR,VLG,#REF!,#REF!
ARVGG,AR,VGG,#REF!,#REF!
ARVHE,AR,VHE,#REF!,#REF!
ARVIN,AR,VIN,#REF!,#REF!
ARVLI,AR,VLI,#REF!,#REF!
ARVLZ,AR,VLZ,#REF!,#REF!
ARVLY,AR,VLY,#REF!,#REF!
ARVIM,AR,VIM,#REF!,#REF!
ARVMP,AR,VMP,#REF!,#REF!
ARVMZ,AR,VMZ,#REF!,#REF!
ARVMR,AR,VMR,#REF!,#REF!
ARVME,AR,VME,#REF!,#REF!
ARVMD,AR,VMD,#REF!,#REF!
ARVNA,AR,VNA,#REF!,#REF!
ARVLP,AR,VLP,#REF!,#REF!
ARVRE,AR,VRE,#REF!,#REF!
ARVLR,AR,VLR,#REF!,#REF!
ARVTS,AR,VTS,#REF!,#REF!
ARZAG,AR,ZAG,#REF!,#REF!
ARVLA,AR,VLA,#REF!,#REF!
ARVDP,AR,VDP,#REF!,#REF!
ARVAL,AR,VAL,#REF!,#REF!
ARVFL,AR,VFL,#REF!,#REF!
ARVST,AR,VST,#REF!,#REF!
ARWIL,AR,WIL,#REF!,#REF!
ARCYA,AR,CYA,#REF!,#REF!
ARAPZ,AR,APZ,#REF!,#REF!
ARZAE,AR,ZAE,#REF!,#REF!
ARZON,AR,ZON,#REF!,#REF!
AS,AS,,#REF!,#REF!
ASAPI,AS,API,#REF!,#REF!
ASFTI,AS,FTI,#REF!,#REF!
ASOFU,AS,OFU,#REF!,#REF!
ASPPG,AS,PPG,#REF!,#REF!
ASTAV,AS,TAV,#REF!,#REF!
AT,AT,,#REF!,#REF!
ATABC,AT,ABC,#REF!,#REF!
ATABS,AT,ABS,#REF!,#REF!
ATABT,AT,ABT,#REF!,#REF!
ATAWD,AT,AWD,#REF!,#REF!
ATFG7,AT,FG7,#REF!,#REF!
ATACK,AT,ACK,#REF!,#REF!
ATAND,AT,AND,#REF!,#REF!
ATAWG,AT,AWG,#REF!,#REF!
ATADO,AT,ADO,#REF!,#REF!
ATSAD,AT,SAD,#REF!,#REF!
ATAFR,AT,AFR,#REF!,#REF!
ATAGG,AT,AGG,#REF!,#REF!
ATAGM,AT,AGM,#REF!,#REF!
ATACH,AT,ACH,#REF!,#REF!
ATAIN,AT,AIN,#REF!,#REF!
ATAIG,AT,AIG,#REF!,#REF!
ATARO,AT,ARO,#REF!,#REF!
ATAKV,AT,AKV,#REF!,#REF!
ATALE,AT,ALE,#REF!,#REF!
ATALH,AT,ALH,#REF!,#REF!
ATALL,AT,ALL,#REF!,#REF!
ATNAL,AT,NAL,#REF!,#REF!
ATAL9,AT,AL9,#REF!,#REF!
ATATH,AT,ATH,#REF!,#REF!
ATATS,AT,ATS,#REF!,#REF!
ATAL4,AT,AL4,#REF!,#REF!
ATAGZ,AT,AGZ,#REF!,#REF!
ATRUG,AT,RUG,#REF!,#REF!
ATAMK,AT,AMK,#REF!,#REF!
ATALK,AT,ALK,#REF!,#REF!
ATAWH,AT,AWH,#REF!,#REF!
ATAHI,AT,AHI,#REF!,#REF!
ATAHO,AT,AHO,#REF!,#REF!
ATALT,AT,ALT,#REF!,#REF!
ATATG,AT,ATG,#REF!,#REF!
ATAMU,AT,AMU,#REF!,#REF!
ATAMS,AT,AMS,#REF!,#REF!
ATZAD,AT,ZAD,#REF!,#REF!
ATATT,AT,ATT,#REF!,#REF!
ATADU,AT,ADU,#REF!,#REF!
ATABU,AT,ABU,#REF!,#REF!
ATRCH,AT,RCH,#REF!,#REF!
ATANR,AT,ANR,#REF!,#REF!
ATERG,AT,ERG,#REF!,#REF!
ATANF,AT,ANF,#REF!,#REF!
ATANS,AT,ANS,#REF!,#REF!
ATTNU,AT,TNU,#REF!,#REF!
ATARG,AT,ARG,#REF!,#REF!
ATAHN,AT,AHN,#REF!,#REF!
ATAPT,AT,APT,#REF!,#REF!
ATARB,AT,ARB,#REF!,#REF!
ATARI,AT,ARI,#REF!,#REF!
ATADG,AT,ADG,#REF!,#REF!
ATAOT,AT,AOT,#REF!,#REF!
ATASC,AT,ASC,#REF!,#REF!
ATADS,AT,ADS,#REF!,#REF!
ATABM,AT,ABM,#REF!,#REF!
ATAPG,AT,APG,#REF!,#REF!
ATASP,AT,ASP,#REF!,#REF!
ATATN,AT,ATN,#REF!,#REF!
ATATP,AT,ATP,#REF!,#REF!
ATATB,AT,ATB,#REF!,#REF!
ATATZ,AT,ATZ,#REF!,#REF!
ATADD,AT,ADD,#REF!,#REF!
ATARN,AT,ARN,#REF!,#REF!
ATUER,AT,UER,#REF!,#REF!
ATABK,AT,ABK,#REF!,#REF!
ATALZ,AT,ALZ,#REF!,#REF!
ATAUE,AT,AUE,#REF!,#REF!
ATBDG,AT,BDG,#REF!,#REF!
ATBRH,AT,BRH,#REF!,#REF!
ATBFI,AT,BFI,#REF!,#REF!
ATBGC,AT,BGC,#REF!,#REF!
ATBGM,AT,BGM,#REF!,#REF!
ATBHL,AT,BHL,#REF!,#REF!
ATICH,AT,ICH,#REF!,#REF!
ATBKZ,AT,BKZ,#REF!,#REF!
ATBFL,AT,BFL,#REF!,#REF!
ATBMF,AT,BMF,#REF!,#REF!
ATBKB,AT,BKB,#REF!,#REF!
ATBSL,AT,BSL,#REF!,#REF!
ATBSB,AT,BSB,#REF!,#REF!
ATBSH,AT,BSH,#REF!,#REF!
ATBVU,AT,BVU,#REF!,#REF!
ATBVL,AT,BVL,#REF!,#REF!
ATBWN,AT,BWN,#REF!,#REF!
ATBDN,AT,BDN,#REF!,#REF!
AT6KS,AT,6KS,#REF!,#REF!
ATBDS,AT,BDS,#REF!,#REF!
ATBGA,AT,BGA,#REF!,#REF!
ATBDA,AT,BDA,#REF!,#REF!
ATBRB,AT,BRB,#REF!,#REF!
ATBBH,AT,BBH,#REF!,#REF!
ATBTE,AT,BTE,#REF!,#REF!
ATBIB,AT,BIB,#REF!,#REF!
ATBGT,AT,BGT,#REF!,#REF!
ATBMB,AT,BMB,#REF!,#REF!
ATBGH,AT,BGH,#REF!,#REF!
ATBES,AT,BES,#REF!,#REF!
ATBNF,AT,BNF,#REF!,#REF!
ATSXA,AT,SXA,#REF!,#REF!
ATVOR,AT,VOR,#REF!,#REF!
ATBIE,AT,BIE,#REF!,#REF!
ATBKD,AT,BKD,#REF!,#REF!
ATBIS,AT,BIS,#REF!,#REF!
ATBFS,AT,BFS,#REF!,#REF!
ATBKA,AT,BKA,#REF!,#REF!
ATBBG,AT,BBG,#REF!,#REF!
ATBNT,AT,BNT,#REF!,#REF!
ATBLU,AT,BLU,#REF!,#REF!
ATZAC,AT,ZAC,#REF!,#REF!
ATBOE,AT,BOE,#REF!,#REF!
ATBRD,AT,BRD,#REF!,#REF!
ATBND,AT,BND,#REF!,#REF!
ATBRA,AT,BRA,#REF!,#REF!
ATBRZ,AT,BRZ,#REF!,#REF!
ATBTH,AT,BTH,#REF!,#REF!
ATBTU,AT,BTU,#REF!,#REF!
ATZAE,AT,ZAE,#REF!,#REF!
ATBBN,AT,BBN,#REF!,#REF!
ATBFW,AT,BFW,#REF!,#REF!
ATBSZ,AT,BSZ,#REF!,#REF!
ATBWA,AT,BWA,#REF!,#REF!
ATBXT,AT,BXT,#REF!,#REF!
ATBXG,AT,BXG,#REF!,#REF!
ATBRG,AT,BRG,#REF!,#REF!
ATBKL,AT,BKL,#REF!,#REF!
ATBRU,AT,BRU,#REF!,#REF!
AT6TA,AT,6TA,#REF!,#REF!
ATBRL,AT,BRL,#REF!,#REF!
ATBRN,AT,BRN,#REF!,#REF!
ATBAG,AT,BAG,#REF!,#REF!
ATBWD,AT,BWD,#REF!,#REF!
ATNNE,AT,NNE,#REF!,#REF!
ATBUC,AT,BUC,#REF!,#REF!
ATBHK,AT,BHK,#REF!,#REF!
ATBB9,AT,BB9,#REF!,#REF!
ATBGK,AT,BGK,#REF!,#REF!
ATURS,AT,URS,#REF!,#REF!
ATDAM,AT,DAM,#REF!,#REF!
ATDDT,AT,DDT,#REF!,#REF!
ATDSU,AT,DSU,#REF!,#REF!
ATDSZ,AT,DSZ,#REF!,#REF!
ATDWA,AT,DWA,#REF!,#REF!
ATDKZ,AT,DKZ,#REF!,#REF!
ATDEU,AT,DEU,#REF!,#REF!
ATDIA,AT,DIA,#REF!,#REF!
ATDTD,AT,DTD,#REF!,#REF!
ATERR,AT,ERR,#REF!,#REF!
ATD2L,AT,D2L,#REF!,#REF!
ATDBL,AT,DBL,#REF!,#REF!
ATNNN,AT,NNN,#REF!,#REF!
ATDRF,AT,DRF,#REF!,#REF!
ATDFF,AT,DFF,#REF!,#REF!
ATDFL,AT,DFL,#REF!,#REF!
ATDOR,AT,DOR,#REF!,#REF!
ATDRA,AT,DRA,#REF!,#REF!
ATDRO,AT,DRO,#REF!,#REF!
ATDUR,AT,DUR,#REF!,#REF!
ATDUE,AT,DUE,#REF!,#REF!
ATEBB,AT,EBB,#REF!,#REF!
ATEBN,AT,EBN,#REF!,#REF!
ATESG,AT,ESG,#REF!,#REF!
ATEFH,AT,EFH,#REF!,#REF!
ATEBS,AT,EBS,#REF!,#REF!
ATETL,AT,ETL,#REF!,#REF!
ATEBE,AT,EBE,#REF!,#REF!
ATERF,AT,ERF,#REF!,#REF!
ATNEB,AT,NEB,#REF!,#REF!
ATESW,AT,ESW,#REF!,#REF!
ATEBD,AT,EBD,#REF!,#REF!
ATEBZ,AT,EBZ,#REF!,#REF!
ATETN,AT,ETN,#REF!,#REF!
ATEBR,AT,EBR,#REF!,#REF!
ATELL,AT,ELL,#REF!,#REF!
ATEDZ,AT,EDZ,#REF!,#REF!
ATEFR,AT,EFR,#REF!,#REF!
ATEGG,AT,EGG,#REF!,#REF!
ATEGB,AT,EGB,#REF!,#REF!
ATEBU,AT,EBU,#REF!,#REF!
ATPP3,AT,PP3,#REF!,#REF!
ATEGT,AT,EGT,#REF!,#REF!
ATGEI,AT,GEI,#REF!,#REF!
ATEHR,AT,EHR,#REF!,#REF!
ATEH7,AT,EH7,#REF!,#REF!
ATEWD,AT,EWD,#REF!,#REF!
ATEEZ,AT,EEZ,#REF!,#REF!
ATEKV,AT,EKV,#REF!,#REF!
ATEIT,AT,EIT,#REF!,#REF!
ATELI,AT,ELI,#REF!,#REF!
ATEAJ,AT,EAJ,#REF!,#REF!
ATEGL,AT,EGL,#REF!,#REF!
ATEMM,AT,EMM,#REF!,#REF!
ATBRI,AT,BRI,#REF!,#REF!
ATAHZ,AT,AHZ,#REF!,#REF!
ATERO,AT,ERO,#REF!,#REF!
ATDFC,AT,DFC,#REF!,#REF!
ATENA,AT,ENA,#REF!,#REF!
ATENO,AT,ENO,#REF!,#REF!
ATENZ,AT,ENZ,#REF!,#REF!
ATETH,AT,ETH,#REF!,#REF!
ATEZF,AT,EZF,#REF!,#REF!
ATESN,AT,ESN,#REF!,#REF!
ATERL,AT,ERL,#REF!,#REF!
ATEHN,AT,EHN,#REF!,#REF!
ATEPD,AT,EPD,#REF!,#REF!
ATERP,AT,ERP,#REF!,#REF!
ATESB,AT,ESB,#REF!,#REF!
ATEAK,AT,EAK,#REF!,#REF!
ATEUG,AT,EUG,#REF!,#REF!
ATEUH,AT,EUH,#REF!,#REF!
ATFSU,AT,FSU,#REF!,#REF!
ATLKN,AT,LKN,#REF!,#REF!
ATFHR,AT,FHR,#REF!,#REF!
ATFST,AT,FST,#REF!,#REF!
ATFDU,AT,FDU,#REF!,#REF!
ATFIT,AT,FIT,#REF!,#REF!
ATFED,AT,FED,#REF!,#REF!
ATFKT,AT,FKT,#REF!,#REF!
ATFEK,AT,FEK,#REF!,#REF!
ATFKC,AT,FKC,#REF!,#REF!
ATFKI,AT,FKI,#REF!,#REF!
ATFXO,AT,FXO,#REF!,#REF!
ATFWG,AT,FWG,#REF!,#REF!
ATFLH,AT,FLH,#REF!,#REF!
ATFEO,AT,FEO,#REF!,#REF!
ATFNZ,AT,FNZ,#REF!,#REF!
ATFBN,AT,FBN,#REF!,#REF!
ATFBB,AT,FBB,#REF!,#REF!
ATFIS,AT,FIS,#REF!,#REF!
ATFSB,AT,FSB,#REF!,#REF!
ATFSC,AT,FSC,#REF!,#REF!
ATFLA,AT,FLA,#REF!,#REF!
ATFLO,AT,FLO,#REF!,#REF!
ATFOH,AT,FOH,#REF!,#REF!
ATFOR,AT,FOR,#REF!,#REF!
ATFAU,AT,FAU,#REF!,#REF!
ATFBG,AT,FBG,#REF!,#REF!
ATFRN,AT,FRN,#REF!,#REF!
ATFRT,AT,FRT,#REF!,#REF!
ATFRA,AT,FRA,#REF!,#REF!
ATFAA,AT,FAA,#REF!,#REF!
ATFKN,AT,FKN,#REF!,#REF!
ATFTL,AT,FTL,#REF!,#REF!
ATFRB,AT,FRB,#REF!,#REF!
ATFSD,AT,FSD,#REF!,#REF!
ATFRE,AT,FRE,#REF!,#REF!
ATFNA,AT,FNA,#REF!,#REF!
ATFDG,AT,FDG,#REF!,#REF!
ATFRH,AT,FRH,#REF!,#REF!
ATFRI,AT,FRI,#REF!,#REF!
ATFLT,AT,FLT,#REF!,#REF!
ATFHK,AT,FHK,#REF!,#REF!
ATFGN,AT,FGN,#REF!,#REF!
ATFPS,AT,FPS,#REF!,#REF!
ATFUR,AT,FUR,#REF!,#REF!
ATFUF,AT,FUF,#REF!,#REF!
ATFTH,AT,FTH,#REF!,#REF!
ATFAS,AT,FAS,#REF!,#REF!
